0.000000	36.553339	1
36.553339	39.522138	0
39.522138	106.196418	1
106.196418	108.175618	0
108.175618	112.288642	1
112.288642	113.989516	0
113.989516	118.473640	1
118.473640	120.545614	0
120.545614	128.895362	1
128.895362	130.286986	0
130.286986	138.636734	1
138.636734	145.718557	0
145.718557	191.023668	1
191.023668	194.425417	0
194.425417	207.321138	1
207.321138	210.939362	0
210.939362	231.999281	1
231.999281	234.504205	0
234.504205	248.977101	1
248.977101	251.110925	2
251.110925	256.275399	0
256.275399	297.405636	1
297.405636	305.446134	0
305.446134	327.712127	1
327.712127	329.815027	0
329.815027	363.770667	1
363.770667	365.285991	0
365.285991	379.449637	1
379.449637	390.428009	0
390.428009	447.979417	1
447.979417	452.154290	0
452.154290	472.626634	1
472.626634	474.265659	0
474.265659	491.367179	1
491.367179	504.572150	0
504.572150	506.705974	1
506.705974	517.158621	0
517.158621	600.006671	2
600.006671	688.575845	1
688.575845	690.493194	2
690.493194	693.090894	1
693.090894	694.389743	2
694.389743	726.428034	1
726.428034	733.386157	0
733.386157	754.971800	1
754.971800	755.868625	2
755.868625	831.109127	1
831.109127	833.675902	0
833.675902	847.159198	1
847.159198	856.065595	0
856.065595	883.867162	1
883.867162	889.897535	0
889.897535	932.821422	2
932.821422	944.634769	1
944.634769	946.861368	0
946.861368	947.696343	1
947.696343	949.118892	0
949.118892	961.303339	1
961.303339	965.509137	0
965.509137	984.497082	1
984.497082	985.765006	0
985.765006	1057.572835	1
1057.572835	1059.552034	0
1059.552034	1298.138338	2
1298.138338	1464.824039	1
1464.824039	1511.366150	2
1511.366150	1519.994222	1
1519.994222	1521.478622	2
1521.478622	1574.112956	1
1574.112956	1584.843928	2
1584.843928	1590.039326	1
1590.039326	1592.729800	0
1592.729800	1621.830217	1
1621.830217	1626.840065	0
1626.840065	1632.561189	1
1632.561189	1636.705137	0
1636.705137	1649.879183	1
1649.879183	1653.311857	0
1653.311857	1677.495200	1
1677.495200	1679.257925	0
1679.257925	1682.164874	1
1682.164874	1685.999573	0
1685.999573	1687.391197	1
1687.391197	1690.823871	0
1690.823871	1720.944812	1
1720.944812	1723.480662	0
1723.480662	1727.315360	1
1727.315360	1731.552084	0
1731.552084	1739.716282	1
1739.716282	1741.757331	0
1741.757331	1745.530180	1
1745.530180	1747.231054	0
1747.231054	1752.704778	1
1752.704778	1754.220102	0
1754.220102	1760.930825	1
1760.930825	1763.342975	0
1763.342975	1766.002524	1
1766.002524	1768.692998	0
1768.692998	1779.733220	1
1779.733220	1781.279469	0
1781.279469	1802.030138	1
1802.030138	1804.225812	0
1804.225812	1826.306256	1
1826.306256	1837.191853	0
1837.191853	1844.521075	1
1844.521075	1845.572525	0
1845.572525	1874.085367	1
1874.085367	1878.507640	0
1878.507640	1886.888313	1
1886.888313	1892.145561	0
1892.145561	1963.056565	2
1963.056565	2027.875346	1
2027.875346	2053.821413	2
2053.821413	2066.995459	1
2066.995459	2068.758184	0
2068.758184	2084.437154	1
2084.437154	2086.818378	0
2086.818378	2100.085199	1
2100.085199	2103.363248	0
2103.363248	2105.373373	1
2105.373373	2111.496521	0
2111.496521	2136.545763	1
2136.545763	2142.823537	0
2142.823537	2148.390035	1
2148.390035	2150.987734	0
2150.987734	2155.564633	1
2155.564633	2158.069557	0
2158.069557	2167.810929	1
2167.810929	2169.573654	0
2169.573654	2178.634676	1
2178.634676	2179.809826	0
2179.809826	2195.334171	1
2195.334171	2199.323495	2
2199.323495	2200.065695	1
2200.065695	2202.415994	0
2202.415994	2207.302142	1
2207.302142	2288.851343	2
2288.851343	2289.871868	0
2289.871868	2310.653462	2
2310.653462	2322.806983	1
2322.806983	2342.289727	2
2342.289727	2356.886323	1
2356.886323	2402.346059	2
2402.346059	2404.418034	1
2404.418034	2410.726732	2
2410.726732	2415.179930	1
2415.179930	2497.564106	2
2497.564106	2501.398805	1
2501.398805	2503.594479	2
2503.594479	2527.870597	1
2527.870597	2546.920391	2
2546.920391	2559.042988	1
2559.042988	2611.337147	2
2611.337147	2615.388321	1
2615.388321	2666.445481	2
2666.445481	2671.146079	1
2671.146079	2680.980226	2
2680.980226	2689.979399	1
2689.979399	2703.586395	2
